date,month,CLE,WHI,LEW,WRS,SHA,KES,ORO,ANT,FRD,DAV,BUL,ENG,FOL,UNV,LON,ICH,NAT,INV,BLB,NHG,CMN,PAR,DON,BRD,TUL,NML,DNP,HTH,BUC,HID,MIL,SNL,PNF,TRM,SCC,ISB,STP,CCH,PYM,CAS,
10/1961,10,975600,,,,2213400,,,,,,,35838,363100,,,14150,,,,,,132550,27700,43670,15600,,,73920,,,145700,,113936,205,38,17701,,131440,,,
11/1961,11,986600,,,,2254300,,,,,,,27501,359900,,,11360,,,,,,130250,23900,39570,14700,,,60820,,,149600,,126847,249,42,17575,,130120,,,
12/1961,12,1025700,,,,2576400,,,,,,,44511,398700,,,10200,,,,,,128500,21800,28600,47800,,,50950,,,179600,,151902,242,42,17524,,130300,,,
1/1962,1,1052500,,,,2716700,,,,,,,53248,444200,,,8830,,,,,,127470,16200,20620,50200,,,41970,,,204400,,166249,294,79,17650,,129500,,,
2/1962,2,1189100,,,,3621200,,,,,,,71359,626600,,,10600,,,,,,158140,16700,25160,45400,,,58450,,,370300,,307698,379,509,43394,,205500,,,
3/1962,3,1269100,,,,3994300,,,,,,,71111,454000,,,11800,,,,,,159750,15500,24040,49400,,,46810,,,351300,,354619,530,6431,35621,,205340,,,
4/1962,4,1523100,,,,4320100,,,,,,,71359,646200,,,23800,,,,,,186220,51200,68730,58600,,,154750,,,261700,,526459,872,23425,86612,,205370,,,
5/1962,5,1687100,,,,4292700,,,,,,,71194,845600,,,38100,,,,,,192000,64600,97370,66500,,,271386,,,360100,,591174,4492,28668,132672,,203370,,,
6/1962,6,1787800,,,,4026100,,,,,,,70044,948200,,,31300,,,,,,209320,64500,98230,67700,,,355832,,,437400,,646883,4177,28376,173554,,200460,,,
7/1962,7,1797800,,,,3597600,,,,,,,66759,783900,,,26100,,,,,,187240,61500,96800,55700,,,356814,,,321100,,467505,2896,20725,129811,,196830,,,
8/1962,8,1800100,,,,3143000,,,,,,,57612,592400,,,13200,,,,,,163880,48800,95440,53100,,,320168,,,176300,,321552,2829,11358,110394,,193190,,,
9/1962,9,1792800,,,,2908000,,,,,,,44222,454200,,,2100,,,,,,160600,48220,88140,16900,,,277410,,,146000,,247397,2878,8409,95114,,190480,,,
10/1962,10,1903000,,,,3193300,,,,9520,,,70207,591100,26700,,1830,,,,,,165960,53100,71190,25000,,,236027,,,160900,,265217,3225,7714,84766,,188430,,,
11/1962,11,1953500,,,,3189000,,,,9900,,,70125,473500,30200,,2320,,,,,,172930,41800,65380,35800,,,194308,,,188200,,285797,3236,7709,83789,,186660,,,
12/1962,12,2124900,,,,3262900,,,,10690,,,70289,493900,45300,,4720,,,,,,182640,24400,64830,51300,,,154890,,,218600,,287866,3240,7734,82849,,185390,,,
1/1963,1,2179900,,,,3191600,,,,15200,,,74819,612100,70200,,8260,,,,,,185000,37100,72530,56800,,,143500,,,270700,,346311,21673,13370,97585,,183840,,,
2/1963,2,2392200,,,,3437600,,,,23920,,,71442,626300,122000,,20100,,,,,,179460,45700,57020,62200,,,156840,,,422400,,513202,7980,16608,174280,,184986,,,
3/1963,3,2450800,,,,3838200,,,,25910,,,71442,637900,138000,,22900,,,,,,183060,56400,76990,68000,,,140950,,,451300,,523254,7584,21239,182721,,184958,,,
4/1963,4,2439400,,,,4404700,,,,33000,,,71691,759100,179000,,27650,,,,,,170200,56900,95150,64900,,,160750,,,494800,,657538,29914,42706,211586,,184980,,,
5/1963,5,2517500,,,,4498700,,,,38990,,,72108,980900,265000,,41800,,,,,,191660,63900,98090,63000,,,258530,,,495400,,859460,76900,61045,291203,,183840,,,
6/1963,6,2472700,,,,4337500,,,,37080,,,70289,1002400,268000,,45090,,,,,,202580,64000,97730,68000,,,349965,,,505200,,923190,89212,60252,369261,,188326,,,
7/1963,7,2397200,,,,3985800,,,,36150,,,66055,834200,269000,,45690,,,,,,193700,62900,97080,66500,,,358784,,,439000,,770775,42841,38866,338758,,177390,,,
8/1963,8,2286600,,,,3589400,,,,30860,,,54651,628000,269000,,45000,,,,,,184030,52300,90570,61600,,,328727,,,263400,,526877,9147,18176,260591,,173800,,,
9/1963,9,2196400,,,,3242000,,,,30580,,,48148,466400,269000,,43450,,,,,,179720,49300,83030,33400,,,289461,,,205000,,467191,8465,12358,217027,,171740,,,
10/1963,10,2152600,230470,,,3111000,,,,33800,,,41576,436600,221000,,35720,,,1735,263,,182580,39200,72980,39900,,,247960,,,156800,,511886,8394,11550,177090,,170010,,,
11/1963,11,2337930,219080,,,3208200,,,,33120,,,70371,477500,196590,,32030,,,10658,354,,193890,42700,53680,51200,,,232160,,,237000,,589845,8304,6819,170588,,169600,,,
12/1963,12,2215641,228430,,,2989400,,,,31430,,,70125,414200,150010,4410,32340,,,12393,814,,199390,25400,51640,46300,,,199838,,,329200,,630559,8024,6805,170043,,168574,,,
1/1964,1,2239010,215834,,,3206300,,,,35560,,,70699,505100,108500,7120,33240,,,22024,1061,,193060,16700,40300,48700,,,166268,,,370800,,616447,8106,6815,168671,,167597,,,
2/1964,2,2227800,206830,,,3161000,,,,36000,,,70371,507800,115950,8990,22280,,,28433,19228,,171780,23400,39320,48500,,,136890,,,318000,,604480,8329,10015,163515,,166060,,,
3/1964,3,2230700,194950,,,3276100,,,,37720,,,70781,514400,128760,12100,23590,,,28022,22235,,177420,29600,44530,54200,,,110420,,,281700,,544423,8259,14502,158633,,164190,,,
4/1964,4,2167700,231100,,,3301400,,,,41670,,,71029,683100,165600,24200,26100,,,28532,27182,,189360,44800,55470,57600,,,127720,,,340700,,621633,20539,25849,171859,,162220,,,
5/1964,5,2149280,232980,,,3221100,,,,41380,,,70946,920300,220930,36300,38530,,,26975,29305,,198910,64000,84450,65200,,,247610,,,402600,,692874,46873,32666,201507,,158670,,,
6/1964,6,2048950,231600,,,3123400,,,,39160,,,70207,975800,241400,35400,29840,,,26991,28811,,199020,63500,97800,65800,,,338130,,,371900,,537276,34321,29141,175310,,155140,,,
7/1964,7,1886200,230750,,,2749200,,,,36970,,,68266,824500,222740,22000,22140,,,22550,16100,,198280,55000,89940,66500,,,315630,,,232900,,336351,8021,18478,123159,,150140,,,
8/1964,8,1706180,228780,,,2389000,,,,32770,,,60402,671200,189130,20900,10500,,,18208,9798,,191840,39300,82560,56200,,,278880,,,137300,,261194,7457,12014,101837,,145240,,,
9/1964,9,1558930,233740,,,2202200,,,,31780,,,47173,536400,159680,20000,10000,,,12421,9563,,189200,22000,77310,23900,,,230490,,,172400,,191863,7501,9264,96967,,141510,,,
10/1964,10,1461700,226100,,,2186500,,,,31380,,,36234,470500,150280,19300,9800,,,9591,9442,38320,188460,16200,80220,15320,,,185030,,,163000,,210790,7990,8307,95196,,138850,,,
11/1964,11,1445100,211770,,,2350800,,,,31460,,,46154,505700,134640,17700,10500,,,20052,14738,49700,195760,21010,53280,55300,,,153760,,,201000,,253790,7888,10003,94908,,138340,,,
12/1964,12,1939250,225170,,,3254700,,,,38680,,,72778,629400,225500,33000,34400,,,22949,111590,224370,201030,56690,78500,64000,,,260980,,,304900,,388525,6876,12612,118303,,137990,,,
1/1965,1,2118000,202500,,,3249000,,,,43490,,,71774,580200,197000,39500,36000,,,32796,159048,263120,182390,42480,78360,50530,,,238900,,,423700,,509421,7080,9757,128606,,137270,,,
2/1965,2,2167140,197590,,,3270800,,,,44940,,,71276,553700,175890,27800,32700,,,47207,162242,285350,182240,30650,76790,48460,,,184420,,,338900,,536812,7827,14650,123549,,136220,,,
3/1965,3,2174580,203000,,,3561400,,,,51620,,,71111,533400,181890,16800,32500,,,64929,169920,308040,182600,12880,78360,45160,,,155300,,,270800,,503007,8024,22731,117402,,134590,,,
4/1965,4,2378900,238300,,,4422800,,,,58160,,,72610,839200,207660,40900,38700,,,135492,214076,303560,181980,26300,78830,40070,,,137160,,,388900,,623596,54968,49662,156571,,139670,,,
5/1965,5,2454700,239080,,,4488900,,,,56190,,,71857,878500,223340,68300,38100,,,131150,211604,273390,207740,63530,97590,64490,,,190670,,,365400,,694226,115362,62402,223795,,137340,,,
6/1965,6,2385040,237420,,,4406800,,,,53820,,,70617,1012800,239340,76500,43500,,,125846,201516,292940,210000,63700,97810,66840,,,322440,,,412200,,705948,121277,65756,282634,,133960,,,
7/1965,7,2268400,237300,,,4122100,,,,51600,,,69637,942900,209000,74200,45100,,,94756,188333,287080,207720,62810,97800,65600,,,357210,,,329700,,557580,48668,50007,275463,,130120,,,
8/1965,8,2124890,237390,,,3815600,,,,48770,,,66133,801700,186800,74500,31180,,,51794,176320,284980,203360,55090,96940,65230,,,344520,,,214400,,455195,15861,28181,243541,,125520,,,
9/1965,9,1997260,233200,,,3612400,,,,46510,,,59245,671400,156340,68900,25330,,,40418,167836,280680,201100,47900,87180,56280,,,308510,,,166100,,419319,8715,21209,208954,,122310,,,
10/1965,10,1917880,222860,11970,,3424000,22730,,,45920,,,47355,607600,136590,58100,22030,8410,,38374,164554,191890,201600,54290,75750,51440,,,267660,,,167200,,457711,9805,6973,176165,,119190,,,
11/1965,11,1960790,224770,12160,,3510800,22440,,,46400,,,67470,584300,160820,40700,4530,7840,,54762,170100,133350,199560,46840,58990,55200,,,246580,,,237600,,523462,8722,10092,170164,,139570,,,
12/1965,12,1970100,207500,12300,,3194200,22550,,,47010,,,70699,554600,135610,20900,5660,8710,,61500,182744,132550,197850,38620,44530,44250,,,218370,,,364600,,577503,9078,10215,171194,,166060,,,
1/1966,1,2007400,211530,13200,,3155600,22380,,16670,47480,,,70535,589000,115000,15600,6670,8560,,88365,186233,130570,188260,37130,27490,41520,,,191310,,,398300,,609341,7970,9626,169621,,182900,,,
2/1966,2,2051400,195000,12030,,3483900,22180,,17030,47970,,,70535,621900,99070,16600,7380,8410,,77746,200277,127740,158990,24830,33490,31450,,,165540,,,401800,,620903,7861,15500,168434,,190480,,,
3/1966,3,2225770,197870,11900,,4089500,22410,,19500,50430,,,71442,647700,123200,12700,10500,7930,,101303,203813,118940,162500,14790,54200,42910,,,165680,,,336200,,528504,9271,20746,154979,,192500,,,
4/1966,4,2432150,239100,12400,,4460600,22010,,23090,50600,,,71029,807300,174240,32700,22970,8870,,115202,199497,131480,159990,38440,82620,43080,,,255390,,,398100,,608304,44242,25167,176473,,189220,,,
5/1966,5,2458600,239080,13280,,4472100,22340,,,47210,,,70453,909100,180450,61500,33400,8410,,117280,189882,107450,179380,61800,77760,40060,,,349770,,,478600,,686240,71730,25608,217370,,186280,,,
6/1966,6,2353350,239400,12540,,4236500,22320,,,43640,,,68908,870600,159850,55900,35000,8560,,88079,177266,84140,183040,59000,94000,62500,,,342770,,,403400,,504351,26733,22322,190112,,182070,,,
7/1966,7,2193450,239180,12490,,3789700,22460,,,39800,,,60840,782100,139340,41200,34480,8210,,59211,163177,70710,177460,49650,89460,66470,,,293130,,,263600,,321647,7635,10868,139678,,177220,,,
8/1966,8,2126000,239050,13120,,3396900,22380,,,37750,,,48270,676300,114380,25770,33600,8460,,43777,149272,69850,162550,31420,84450,38510,,,252620,,,177100,,270242,6645,7383,101969,,172610,,,
9/1966,9,1880200,237850,12800,,3262900,22370,,18480,37160,,,46872,652700,95650,20700,32900,8460,,34979,142244,70600,158760,21550,76990,23610,,,211130,,,161600,,211228,6451,5894,89175,,168930,,,
10/1966,10,1729700,237500,12670,,3150500,22200,,17660,36620,,,32316,648000,105650,7890,27800,8760,,24934,137953,70100,156560,12690,68110,29550,,,167750,,,168000,,229955,6331,5364,83345,,165960,,,
11/1966,11,1710350,200820,12560,,3337700,22480,,17970,37290,,,71857,601600,109000,14300,19530,8610,,30847,139026,73280,170200,14620,45600,29360,,,140540,,,202700,,273234,8692,7232,82788,,165200,,,
12/1966,12,1820980,189700,12950,,3163100,22560,,18580,38570,,,70289,562000,109340,14130,16130,8070,,78585,165440,112320,181410,9820,59220,49240,,,149150,,,334800,,559429,60850,54592,,,204600,,,
1/1967,1,1900300,219480,12680,,3511300,21300,,19940,40300,,,74819,620200,98200,13200,18180,7980,,76477,175384,155890,201000,8750,57220,44250,,,130410,,,439700,,646787,13756,38666,229612,,205560,,,
2/1967,2,2006550,196900,12670,,3350600,22530,,21570,42940,,,70699,569800,103840,15700,13560,8210,,67937,181235,207900,182450,14100,53800,43980,,,109380,,,409700,,705851,8638,30160,253810,,205500,,,
3/1967,3,2135100,202220,12470,,4099200,22230,,23190,51900,,,71525,629600,140900,23000,11440,8510,,103810,184117,272120,194020,25150,68300,57600,,,98230,,,492100,,780375,14911,31662,280335,,205710,,,
4/1967,4,2219780,204270,12670,,4467100,21700,,23060,56320,,,71194,661200,143100,10900,14600,8870,,129926,219029,312490,186780,7870,82420,45990,,,69890,,,467700,,845798,80232,64240,295330,,205650,,,
5/1967,5,2494100,231850,13020,,4523500,22480,,24150,57660,,,72610,905300,188500,50500,33000,9080,,140637,237367,313920,,59130,79950,49600,,,232830,,,313100,,844935,103309,88691,371169,,205560,,,
6/1967,6,2463230,237360,12830,,4443900,22460,,23120,56050,,,72191,998300,261820,76100,46100,8210,,131037,234028,400140,198390,62190,94580,59520,,,323960,,,392200,,957641,158487,87481,474844,,205000,,,
7/1967,7,2333780,238280,12400,,4120200,22480,,22650,54210,,,70207,970500,261890,71600,43800,8560,,98457,221493,423070,203580,64030,97660,60800,,,360360,,,515000,,963098,146155,76484,526275,,200400,,,
8/1967,8,2162290,237000,12850,,3765000,22730,,22150,47800,,,43878,894100,232870,54500,39560,8980,,63589,206967,381650,191400,60440,94870,54880,,,346070,,,355400,,742792,72895,42078,372815,,195210,,,
9/1967,9,1968680,238180,12890,,3505800,22440,,21570,45920,,,25504,798600,217910,33020,35830,8610,,31562,197108,323220,193400,5473,90220,51440,,,306140,,,239500,,666012,23799,23307,276712,,191620,,,
10/1967,10,1819210,236940,12890,,3329200,22960,1000,21350,45860,48370,,25621,734100,199470,31430,28600,9190,,25429,196238,274470,185740,42480,69740,44520,,,259400,,,172400,,650002,8084,10059,224348,,188810,,,
11/1967,11,1749840,225290,13420,,3237300,22510,39850,21460,46040,48180,,25660,660000,154530,31470,25020,8870,,24781,195466,274540,191700,30250,54950,52670,,,214690,,,196700,,692778,8432,13673,200461,,187530,,,
12/1967,12,1696900,210280,13260,,3167800,21400,165530,21770,46600,49240,,42463,554100,139770,17250,21560,8310,,26757,197108,294760,186800,16320,44740,47780,,,173230,,,263900,,699589,7947,11836,199937,,187060,,,
1/1968,1,1738700,203190,13080,,3246100,22680,390150,22710,47480,51230,,70699,596400,130180,12300,15230,8760,,60203,203594,305220,191200,10080,31500,46740,,,128610,,,283300,,680450,8105,13176,200134,,186510,,,
2/1968,2,1977750,224980,12920,,3536500,21410,1065600,23320,51560,56830,,71525,724500,163700,27840,19000,8210,,53964,202772,300440,205960,22700,30160,63520,,,117210,,,220800,,707019,8046,20692,203162,,186450,,,
3/1968,3,2090500,201990,13030,,3797900,22220,1485700,23240,54720,61770,,71194,651900,191270,33500,23100,8610,,88490,200809,315160,190320,38440,30630,66720,,,103050,,,232100,,655708,15307,30523,205415,,187880,,,
4/1968,4,2104820,202900,12510,,3889300,22730,1699400,23180,54490,64860,,70781,684300,224710,49300,30220,8870,,77257,199246,296890,203200,46720,60770,64490,,,132980,,,279700,,670033,43905,39469,223582,,185850,,,
